Employee #,Date,Time-in,Time-out,
10010,12/10/2022,8:00,17:00,
10011,12/10/2022,8:00,17:00,
10012,12/10/2022,8:00,17:00,
10013,12/10/2022,8:00,17:00,
10014,12/10/2022,8:00,17:00,
10015,12/10/2022,8:00,17:00,
10016,12/10/2022,8:00,17:00,
10017,12/10/2022,8:00,17:00,
10018,12/10/2022,8:00,17:00,
10019,12/10/2022,8:00,17:00,
10020,12/10/2022,8:00,17:00,
10021,12/10/2022,8:00,17:00,
10022,12/10/2022,8:00,17:00,
10023,12/10/2022,8:00,17:00,
10024,12/10/2022,8:00,17:00,
10025,12/10/2022,8:00,17:00,
10001,10/13/2022,8:00,17:00,
10002,10/13/2022,8:00,17:00,
10003,10/13/2022,8:00,17:00,
10004,10/13/2022,8:00,17:00,
10005,10/13/2022,8:15,17:00,
10006,10/13/2022,8:00,17:00,
10007,10/13/2022,8:00,17:00,
10008,10/13/2022,8:00,17:00,
10009,10/13/2022,8:00,17:00,
10010,10/13/2022,8:00,17:00,
10011,10/13/2022,10:30,17:00,
10012,10/13/2022,8:00,17:00,
10013,10/13/2022,8:00,17:00,
10014,10/13/2022,8:00,17:00,
10015,10/13/2022,8:00,17:00,
10016,10/13/2022,8:00,17:00,
10017,10/13/2022,8:00,17:00,
10018,10/13/2022,8:00,17:00,
10019,10/13/2022,8:00,17:00,
10020,10/13/2022,8:00,17:00,
10021,10/13/2022,13:00,17:00,
10022,10/13/2022,8:00,17:00,
10023,10/13/2022,8:00,17:00,
10024,10/13/2022,8:00,17:00,
10025,10/13/2022,8:00,17:00,
10001,10/14/2022,8:00,17:00,
10002,10/14/2022,8:00,17:00,
10003,10/14/2022,11:30,17:00,
10004,10/14/2022,8:00,17:00,
10005,10/14/2022,8:00,17:00,
10006,10/14/2022,8:00,17:00,
10007,10/14/2022,8:00,17:00,
10008,10/14/2022,8:10,17:00,
10009,10/14/2022,8:00,17:00,
10010,10/14/2022,8:00,17:00,
10011,10/14/2022,8:00,17:00,
10012,10/14/2022,8:00,17:00,
10013,10/14/2022,8:00,17:00,
10014,10/14/2022,8:00,17:00,
10015,10/14/2022,8:00,17:00,
10016,10/14/2022,8:00,17:00,
10017,10/14/2022,8:05,17:00,
10018,10/14/2022,8:00,17:00,
10019,10/14/2022,8:00,17:00,
10020,10/14/2022,8:00,17:00,
10021,10/14/2022,8:00,17:00,
10022,10/14/2022,8:00,17:00,
10023,10/14/2022,9:00,17:00,
10024,10/14/2022,8:00,17:00,
10025,10/14/2022,8:00,17:00,
10001,10/17/2022,8:00,17:00,
10002,10/17/2022,8:00,17:00,
10003,10/17/2022,8:00,17:00,
10004,10/17/2022,8:00,17:00,
10005,10/17/2022,8:00,17:00,
10006,10/17/2022,8:00,17:00,
10007,10/17/2022,8:00,17:00,
10008,10/17/2022,8:00,17:00,
10009,10/17/2022,8:00,17:00,
10010,10/17/2022,8:00,17:00,
10011,10/17/2022,8:00,17:00,
10012,10/17/2022,8:00,17:00,
10013,10/17/2022,8:00,17:00,
10014,10/17/2022,8:00,17:00,
10015,10/17/2022,8:00,17:00,
10016,10/17/2022,8:00,17:00,
10017,10/17/2022,8:00,17:00,
10018,10/17/2022,8:00,17:00,
10019,10/17/2022,8:00,17:00,
10020,10/17/2022,8:00,17:00,
10021,10/17/2022,8:00,17:00,
10022,10/17/2022,8:00,17:00,
10023,10/17/2022,8:00,17:00,
10024,10/17/2022,8:00,17:00,
10025,10/17/2022,8:00,17:00,
10001,10/18/2022,8:00,17:00,
10002,10/18/2022,8:00,17:00,
10003,10/18/2022,8:00,17:00,
10004,10/18/2022,8:00,17:00,
10005,10/18/2022,8:00,17:00,
10006,10/18/2022,8:00,17:00,
10007,10/18/2022,8:00,17:00,
10008,10/18/2022,8:00,17:00,
10009,10/18/2022,8:00,17:00,
10010,10/18/2022,8:00,17:00,
10011,10/18/2022,8:00,17:00,
10012,10/18/2022,8:00,17:00,
10013,10/18/2022,10:00,17:00,
10014,10/18/2022,10:00,17:00,
10015,10/18/2022,10:00,17:00,
10016,10/18/2022,0:00,0:00,
10017,10/18/2022,10:00,17:00,
10018,10/18/2022,10:00,17:00,
10019,10/18/2022,10:00,17:00,
10020,10/18/2022,10:00,17:00,
10021,10/18/2022,10:00,17:00,
10022,10/18/2022,10:00,17:00,
10023,10/18/2022,10:00,17:00,
10024,10/18/2022,10:00,17:00,
10025,10/18/2022,10:00,17:00,
10001,10/19/2022,8:00,17:00,
10002,10/19/2022,8:00,17:00,
10003,10/19/2022,8:00,17:00,
10004,10/19/2022,8:00,17:00,
10005,10/19/2022,8:00,17:00,
10006,10/19/2022,8:00,17:00,
10007,10/19/2022,8:00,17:00,
10008,10/19/2022,8:00,17:00,
10009,10/19/2022,8:00,17:00,
10010,10/19/2022,8:00,17:00,
10011,10/19/2022,8:00,17:00,
10012,10/19/2022,8:00,17:00,
10013,10/19/2022,8:00,17:00,
10014,10/19/2022,8:00,17:00,
10015,10/19/2022,8:00,17:00,
10016,10/19/2022,8:00,17:00,
10017,10/19/2022,8:00,17:00,
10018,10/19/2022,8:00,17:00,
10019,10/19/2022,8:00,17:00,
10020,10/19/2022,8:00,17:00,
10021,10/19/2022,8:00,17:00,
10022,10/19/2022,8:00,17:00,
10023,10/19/2022,8:00,17:00,
10024,10/19/2022,8:00,17:00,
10025,10/19/2022,8:00,17:00,
10001,10/20/2022,8:00,17:00,
10002,10/20/2022,8:00,17:00,
10003,10/20/2022,8:00,17:00,
10004,10/20/2022,8:00,17:00,
10005,10/20/2022,8:00,17:00,
10006,10/20/2022,8:00,17:00,
10007,10/20/2022,8:27,17:00,
10008,10/20/2022,8:01,17:00,
10009,10/20/2022,8:05,17:00,
10010,10/20/2022,8:00,17:00,
10011,10/20/2022,8:00,17:00,
10012,10/20/2022,8:00,17:00,
10013,10/20/2022,8:00,17:00,
10014,10/20/2022,8:00,17:00,
10015,10/20/2022,8:00,17:00,
10016,10/20/2022,8:28,17:00,
10017,10/20/2022,8:00,17:00,
10018,10/20/2022,8:00,17:00,
10019,10/20/2022,8:00,17:00,
10020,10/20/2022,8:00,17:00,
10021,10/20/2022,8:11,17:00,
10022,10/20/2022,8:00,17:00,
10023,10/20/2022,8:00,17:00,
10024,10/20/2022,8:21,17:00,
10025,10/20/2022,8:00,17:00,
10001,10/21/2022,8:00,17:00,
10002,10/21/2022,8:00,17:00,
10003,10/21/2022,8:00,17:00,
10004,10/21/2022,8:00,17:00,
10005,10/21/2022,8:00,17:00,
10006,10/21/2022,8:00,17:00,
10007,10/21/2022,8:00,17:00,
10008,10/21/2022,8:00,17:00,
10009,10/21/2022,8:00,17:00,
10010,10/21/2022,0:00,0:00,
10011,10/21/2022,8:00,17:00,
10012,10/21/2022,8:00,17:00,
10013,10/21/2022,8:00,17:00,
10014,10/21/2022,8:00,17:00,
10015,10/21/2022,8:00,17:00,
10016,10/21/2022,8:00,17:00,
10017,10/21/2022,8:00,17:00,
10018,10/21/2022,8:00,17:00,
10019,10/21/2022,8:00,17:00,
10020,10/21/2022,8:00,17:00,
10021,10/21/2022,8:00,17:00,
10022,10/21/2022,8:00,17:00,
10023,10/21/2022,8:00,17:00,
10024,10/21/2022,8:00,17:00,
10025,10/21/2022,8:00,17:00,
10001,10/24/2022,8:00,17:00,
10002,10/24/2022,8:00,17:00,
10003,10/24/2022,8:00,17:00,
10004,10/24/2022,8:00,17:00,
10005,10/24/2022,8:15,17:00,
10006,10/24/2022,8:00,17:00,
10007,10/24/2022,8:00,17:00,
10008,10/24/2022,8:00,17:00,
10009,10/24/2022,8:00,17:00,
10010,10/24/2022,8:00,17:00,
10011,10/24/2022,10:30,17:00,
10012,10/24/2022,8:00,17:00,
10013,10/24/2022,8:00,17:00,
10014,10/24/2022,8:00,17:00,
10015,10/24/2022,8:00,17:00,
10016,10/24/2022,8:00,17:00,
10017,10/24/2022,8:00,17:00,
10018,10/24/2022,8:00,17:00,
10019,10/24/2022,8:00,17:00,
10020,10/24/2022,8:00,17:00,
10021,10/24/2022,13:00,17:00,
10022,10/24/2022,8:00,17:00,
10023,10/24/2022,8:00,17:00,
10024,10/24/2022,8:00,17:00,
10025,10/24/2022,8:00,17:00,
10001,10/25/2022,8:00,17:00,
10002,10/25/2022,8:00,17:00,
10003,10/25/2022,11:30,17:00,
10004,10/25/2022,8:00,17:00,
10005,10/25/2022,8:00,17:00,
10006,10/25/2022,8:00,17:00,
10007,10/25/2022,8:00,17:00,
10008,10/25/2022,8:10,17:00,
10009,10/25/2022,8:00,17:00,
10010,10/25/2022,8:00,17:00,
10011,10/25/2022,8:00,17:00,
10012,10/25/2022,8:00,17:00,
10013,10/25/2022,8:00,17:00,
10014,10/25/2022,8:00,17:00,
10015,10/25/2022,8:00,17:00,
10016,10/25/2022,8:00,17:00,
10017,10/25/2022,8:05,17:00,
10018,10/25/2022,8:00,17:00,
10019,10/25/2022,8:00,17:00,
10020,10/25/2022,8:00,17:00,
10021,10/25/2022,8:00,17:00,
10022,10/25/2022,8:00,17:00,
10023,10/25/2022,9:00,17:00,
10024,10/25/2022,8:00,17:00,
10025,10/25/2022,8:00,17:00,
10001,10/26/2022,8:00,17:00,
10002,10/26/2022,8:00,17:00,
10003,10/26/2022,8:00,17:00,
10004,10/26/2022,8:00,17:00,
10005,10/26/2022,8:00,17:00,
10006,10/26/2022,8:00,17:00,
10007,10/26/2022,8:00,17:00,
10008,10/26/2022,8:00,17:00,
10009,10/26/2022,8:00,17:00,
10010,10/26/2022,8:00,17:00,
10011,10/26/2022,8:00,17:00,
10012,10/26/2022,8:00,17:00,
10013,10/26/2022,8:00,17:00,
10014,10/26/2022,8:00,17:00,
10015,10/26/2022,8:00,17:00,
10016,10/26/2022,8:00,17:00,
10017,10/26/2022,8:00,17:00,
10018,10/26/2022,8:00,17:00,
10019,10/26/2022,8:00,17:00,
10020,10/26/2022,8:00,17:00,
10021,10/26/2022,8:00,17:00,
10022,10/26/2022,8:00,17:00,
10023,10/26/2022,8:00,17:00,
10024,10/26/2022,8:00,17:00,
10025,10/26/2022,8:00,17:00,
10001,10/27/2022,8:00,17:00,
10002,10/27/2022,8:00,17:00,
10003,10/27/2022,8:00,17:00,
10004,10/27/2022,8:00,17:00,
10005,10/27/2022,8:00,17:00,
10006,10/27/2022,8:00,17:00,
10007,10/27/2022,8:00,17:00,
10008,10/27/2022,8:00,17:00,
10009,10/27/2022,8:00,17:00,
10010,10/27/2022,8:00,17:00,
10011,10/27/2022,8:00,17:00,
10012,10/27/2022,8:00,17:00,
10013,10/27/2022,10:00,17:00,
10014,10/27/2022,10:00,17:00,
10015,10/27/2022,10:00,17:00,
10016,10/27/2022,10:00,17:00,
10017,10/27/2022,10:00,17:00,
10018,10/27/2022,0:00,0:00,
10019,10/27/2022,10:00,17:00,
10020,10/27/2022,10:00,17:00,
10021,10/27/2022,10:00,17:00,
10022,10/27/2022,10:00,17:00,
10023,10/27/2022,10:00,17:00,
10024,10/27/2022,10:00,17:00,
10025,10/27/2022,10:00,17:00,
10001,10/28/2022,8:00,17:00,
10002,10/28/2022,8:00,17:00,
10003,10/28/2022,8:00,17:00,
10004,10/28/2022,8:00,17:00,
10005,10/28/2022,8:00,17:00,
10006,10/28/2022,8:00,17:00,
10007,10/28/2022,8:00,17:00,
10008,10/28/2022,8:00,17:00,
10009,10/28/2022,8:00,17:00,
10010,10/28/2022,8:00,17:00,
10011,10/28/2022,8:00,17:00,
10012,10/28/2022,8:00,17:00,
10013,10/28/2022,8:00,17:00,
10014,10/28/2022,8:00,17:00,
10015,10/28/2022,8:00,17:00,
10016,10/28/2022,8:00,17:00,
10017,10/28/2022,8:00,17:00,
10018,10/28/2022,8:00,17:00,
10019,10/28/2022,8:00,17:00,
10020,10/28/2022,8:00,17:00,
10021,10/28/2022,8:00,17:00,
10022,10/28/2022,8:00,17:00,
10023,10/28/2022,8:00,17:00,
10024,10/28/2022,8:00,17:00,
10025,10/28/2022,8:00,17:00,
10001,10/31/2022,8:00,17:00,
10002,10/31/2022,8:00,17:00,
10003,10/31/2022,8:00,17:00,
10004,10/31/2022,8:00,17:00,
10005,10/31/2022,8:00,17:00,
10006,10/31/2022,8:00,17:00,
10007,10/31/2022,8:27,17:00,
10008,10/31/2022,8:01,17:00,
10009,10/31/2022,8:05,17:00,
10010,10/31/2022,8:00,17:00,
10011,10/31/2022,8:00,17:00,
10012,10/31/2022,8:00,17:00,
10013,10/31/2022,8:00,17:00,
10014,10/31/2022,8:00,17:00,
10015,10/31/2022,8:00,17:00,
10016,10/31/2022,8:28,17:00,
10017,10/31/2022,8:00,17:00,
10018,10/31/2022,8:00,17:00,
10019,10/31/2022,8:00,17:00,
10020,10/31/2022,8:00,17:00,
10021,10/31/2022,8:11,17:00,
10022,10/31/2022,8:00,17:00,
10023,10/31/2022,8:00,17:00,
10024,10/31/2022,8:21,17:00,
10025,10/31/2022,8:00,17:00,
10001,01/11/2022,0:00,0:00,
10002,01/11/2022,0:00,0:00,
10003,01/11/2022,0:00,0:00,
10004,01/11/2022,0:00,0:00,
10005,01/11/2022,0:00,0:00,
10006,01/11/2022,0:00,0:00,
10007,01/11/2022,0:00,0:00,
10008,01/11/2022,0:00,0:00,
10009,01/11/2022,0:00,0:00,
10010,01/11/2022,0:00,0:00,
10011,01/11/2022,0:00,0:00,
10012,01/11/2022,0:00,0:00,
10013,01/11/2022,0:00,0:00,
10014,01/11/2022,0:00,0:00,
10015,01/11/2022,0:00,0:00,
10016,01/11/2022,0:00,0:00,
10017,01/11/2022,0:00,0:00,
10018,01/11/2022,0:00,0:00,
10019,01/11/2022,0:00,0:00,
10020,01/11/2022,0:00,0:00,
10021,01/11/2022,0:00,0:00,
10022,01/11/2022,0:00,0:00,
10023,01/11/2022,0:00,0:00,
10024,01/11/2022,0:00,0:00,
10025,01/11/2022,0:00,0:00,
10001,02/11/2022,8:00,17:00,
10002,02/11/2022,8:00,17:00,
10003,02/11/2022,8:00,17:00,
10004,02/11/2022,8:00,17:00,
10005,02/11/2022,8:15,17:00,
10006,02/11/2022,8:00,17:00,
10007,02/11/2022,8:00,17:00,
10008,02/11/2022,8:00,17:00,
10009,02/11/2022,8:00,17:00,
10010,02/11/2022,8:00,17:00,
10011,02/11/2022,10:30,17:00,
10012,02/11/2022,8:00,17:00,
10013,02/11/2022,8:00,17:00,
10014,02/11/2022,8:00,17:00,
10015,02/11/2022,8:00,17:00,
10016,02/11/2022,8:00,17:00,
10017,02/11/2022,8:00,17:00,
10018,02/11/2022,8:00,17:00,
10019,02/11/2022,8:00,17:00,
10020,02/11/2022,8:00,17:00,
10021,02/11/2022,13:00,17:00,
10022,02/11/2022,8:00,17:00,
10023,02/11/2022,8:00,17:00,
10024,02/11/2022,8:00,17:00,
10025,02/11/2022,8:00,17:00,
10001,03/11/2022,8:00,17:00,
10002,03/11/2022,8:00,17:00,
10003,03/11/2022,11:30,17:00,
10004,03/11/2022,8:00,17:00,
10005,03/11/2022,8:00,17:00,
10006,03/11/2022,8:00,17:00,
10007,03/11/2022,8:00,17:00,
10008,03/11/2022,8:10,17:00,
10009,03/11/2022,8:00,17:00,
10010,03/11/2022,8:00,17:00,
10011,03/11/2022,8:00,17:00,
10012,03/11/2022,8:00,17:00,
10013,03/11/2022,8:00,17:00,
10014,03/11/2022,8:00,17:00,
10015,03/11/2022,8:00,17:00,
10016,03/11/2022,8:00,17:00,
10017,03/11/2022,8:05,17:00,
10018,03/11/2022,8:00,17:00,
10019,03/11/2022,8:00,17:00,
10020,03/11/2022,8:00,17:00,
10021,03/11/2022,8:00,17:00,
10022,03/11/2022,8:00,17:00,
10023,03/11/2022,9:00,17:00,
10024,03/11/2022,8:00,17:00,
10025,03/11/2022,8:00,17:00,
10001,04/11/2022,8:00,17:00,
10002,04/11/2022,8:00,17:00,
10003,04/11/2022,8:00,17:00,
10004,04/11/2022,8:00,17:00,
10005,04/11/2022,8:00,17:00,
10006,04/11/2022,8:00,17:00,
10007,04/11/2022,8:00,17:00,
10008,04/11/2022,8:00,17:00,
10009,04/11/2022,8:00,17:00,
10010,04/11/2022,8:00,17:00,
10011,04/11/2022,8:00,17:00,
10012,04/11/2022,8:00,17:00,
10013,04/11/2022,8:00,17:00,
10014,04/11/2022,8:00,17:00,
10015,04/11/2022,8:00,17:00,
10016,04/11/2022,8:00,17:00,
10017,04/11/2022,8:00,17:00,
10018,04/11/2022,8:00,17:00,
10019,04/11/2022,8:00,17:00,
10020,04/11/2022,8:00,17:00,
10021,04/11/2022,8:00,17:00,
10022,04/11/2022,8:00,17:00,
10023,04/11/2022,0:00,0:00,
10024,04/11/2022,8:00,17:00,
10025,04/11/2022,8:00,17:00,
10001,07/11/2022,8:00,17:00,
10002,07/11/2022,8:00,17:00,
10003,07/11/2022,8:00,17:00,
10004,07/11/2022,8:00,17:00,
10005,07/11/2022,8:00,17:00,
10006,07/11/2022,8:00,17:00,
10007,07/11/2022,8:00,17:00,
10008,07/11/2022,8:00,17:00,
10009,07/11/2022,8:00,17:00,
10010,07/11/2022,8:00,17:00,
10011,07/11/2022,8:00,17:00,
10012,07/11/2022,8:00,17:00,
10013,07/11/2022,10:00,17:00,
10014,07/11/2022,10:00,17:00,
10015,07/11/2022,10:00,17:00,
10016,07/11/2022,10:00,17:00,
10017,07/11/2022,10:00,17:00,
10018,07/11/2022,10:00,17:00,
10019,07/11/2022,10:00,17:00,
10020,07/11/2022,10:00,17:00,
10021,07/11/2022,10:00,17:00,
10022,07/11/2022,10:00,17:00,
10023,07/11/2022,10:00,17:00,
10024,07/11/2022,10:00,17:00,
10025,07/11/2022,10:00,17:00,
10001,08/11/2022,8:00,17:00,
10002,08/11/2022,8:00,17:00,
10003,08/11/2022,8:00,17:00,
10004,08/11/2022,8:00,17:00,
10005,08/11/2022,8:00,17:00,
10006,08/11/2022,8:00,17:00,
10007,08/11/2022,8:00,17:00,
10008,08/11/2022,8:00,17:00,
10009,08/11/2022,8:00,17:00,
10010,08/11/2022,8:00,17:00,
10011,08/11/2022,8:00,17:00,
10012,08/11/2022,8:00,17:00,
10013,08/11/2022,8:00,17:00,
10014,08/11/2022,8:00,17:00,
10015,08/11/2022,8:00,17:00,
10016,08/11/2022,8:00,17:00,
10017,08/11/2022,8:00,17:00,
10018,08/11/2022,8:00,17:00,
10019,08/11/2022,8:00,17:00,
10020,08/11/2022,8:00,17:00,
10021,08/11/2022,8:00,17:00,
10022,08/11/2022,8:00,17:00,
10023,08/11/2022,8:00,17:00,
10024,08/11/2022,8:00,17:00,
10025,08/11/2022,8:00,17:00,
10001,09/11/2022,8:00,17:00,
10002,09/11/2022,8:00,17:00,
10003,09/11/2022,8:00,17:00,
10004,09/11/2022,8:00,17:00,
10005,09/11/2022,8:00,17:00,
10006,09/11/2022,8:00,17:00,
10007,09/11/2022,8:27,17:00,
10008,09/11/2022,8:01,17:00,
10009,09/11/2022,8:05,17:00,
10010,09/11/2022,8:00,17:00,
10011,09/11/2022,8:00,17:00,
10012,09/11/2022,8:00,17:00,
10013,09/11/2022,8:00,17:00,
10014,09/11/2022,8:00,17:00,
10015,09/11/2022,8:00,17:00,
10016,09/11/2022,8:28,17:00,
10017,09/11/2022,8:00,17:00,
10018,09/11/2022,8:00,17:00,
10019,09/11/2022,8:00,17:00,
10020,09/11/2022,8:00,17:00,
10021,09/11/2022,8:11,17:00,
10022,09/11/2022,8:00,17:00,
10023,09/11/2022,8:00,17:00,
10024,09/11/2022,8:21,17:00,
10025,09/11/2022,8:00,17:00,
10001,10/11/2022,8:00,17:00,
10002,10/11/2022,8:00,17:00,
10003,10/11/2022,8:00,17:00,
10004,10/11/2022,8:00,17:00,
10005,10/11/2022,8:00,17:00,
10006,10/11/2022,8:00,17:00,
10007,10/11/2022,8:00,17:00,
10008,10/11/2022,8:00,17:00,
10009,10/11/2022,8:00,17:00,
10010,10/11/2022,8:00,17:00,
10011,10/11/2022,8:00,17:00,
10012,10/11/2022,8:00,17:00,
10013,10/11/2022,8:00,17:00,
10014,10/11/2022,8:00,17:00,
10015,10/11/2022,8:00,17:00,
10016,10/11/2022,8:00,17:00,
10017,10/11/2022,8:00,17:00,
10018,10/11/2022,8:00,17:00,
10019,10/11/2022,8:00,17:00,
10020,10/11/2022,8:00,17:00,
10021,10/11/2022,8:00,17:00,
10022,10/11/2022,8:00,17:00,
10023,10/11/2022,8:00,17:00,
10024,10/11/2022,8:00,17:00,
10025,10/11/2022,8:00,17:00,
10001,11/11/2022,8:00,17:00,
10002,11/11/2022,8:00,17:00,
10003,11/11/2022,8:00,17:00,
10004,11/11/2022,8:00,17:00,
10005,11/11/2022,8:15,17:00,
10006,11/11/2022,8:00,17:00,
10007,11/11/2022,8:00,17:00,
10008,11/11/2022,8:00,17:00,
10009,11/11/2022,8:00,17:00,
10010,11/11/2022,8:00,17:00,
10011,11/11/2022,10:30,17:00,
10012,11/11/2022,8:00,17:00,
10013,11/11/2022,8:00,17:00,
10014,11/11/2022,8:00,17:00,
10015,11/11/2022,8:00,17:00,
10016,11/11/2022,8:00,17:00,
10017,11/11/2022,8:00,17:00,
10018,11/11/2022,8:00,17:00,
10019,11/11/2022,8:00,17:00,
10020,11/11/2022,8:00,17:00,
10021,11/11/2022,13:00,17:00,
10022,11/11/2022,8:00,17:00,
10023,11/11/2022,8:00,17:00,
10024,11/11/2022,8:00,17:00,
10025,11/11/2022,8:00,17:00,
10001,11/14/2022,8:00,17:00,
10002,11/14/2022,8:00,17:00,
10003,11/14/2022,11:30,17:00,
10004,11/14/2022,8:00,17:00,
10005,11/14/2022,8:00,17:00,
10006,11/14/2022,8:00,17:00,
10007,11/14/2022,8:00,17:00,
10008,11/14/2022,8:10,17:00,
10009,11/14/2022,8:00,17:00,
10010,11/14/2022,8:00,17:00,
10011,11/14/2022,8:00,17:00,
10012,11/14/2022,8:00,17:00,
10013,11/14/2022,8:00,17:00,
10014,11/14/2022,8:00,17:00,
10015,11/14/2022,8:00,17:00,
10016,11/14/2022,8:00,17:00,
10017,11/14/2022,8:05,17:00,
10018,11/14/2022,8:00,17:00,
10019,11/14/2022,8:00,17:00,
10020,11/14/2022,8:00,17:00,
10021,11/14/2022,8:00,17:00,
10022,11/14/2022,8:00,17:00,
10023,11/14/2022,9:00,17:00,
10024,11/14/2022,8:00,17:00,
10025,11/14/2022,8:00,17:00,
10001,11/15/2022,8:00,17:00,
10002,11/15/2022,8:00,17:00,
10003,11/15/2022,8:00,17:00,
10004,11/15/2022,8:00,17:00,
10005,11/15/2022,8:00,17:00,
10006,11/15/2022,8:00,17:00,
10007,11/15/2022,8:00,17:00,
10008,11/15/2022,8:00,17:00,
10009,11/15/2022,8:00,17:00,
10010,11/15/2022,8:00,17:00,
10011,11/15/2022,8:00,17:00,
10012,11/15/2022,8:00,17:00,
10013,11/15/2022,8:00,17:00,
10014,11/15/2022,8:00,17:00,
10015,11/15/2022,8:00,17:00,
10016,11/15/2022,8:00,17:00,
10017,11/15/2022,8:00,17:00,
10018,11/15/2022,8:00,17:00,
10019,11/15/2022,8:00,17:00,
10020,11/15/2022,8:00,17:00,
10021,11/15/2022,8:00,17:00,
10022,11/15/2022,8:00,17:00,
10023,11/15/2022,8:00,17:00,
10024,11/15/2022,8:00,17:00,
10025,11/15/2022,8:00,17:00,
10001,11/16/2022,8:00,17:00,
10002,11/16/2022,8:00,17:00,
10003,11/16/2022,8:00,17:00,
10004,11/16/2022,8:00,17:00,
10005,11/16/2022,8:00,17:00,
10006,11/16/2022,8:00,17:00,
10007,11/16/2022,8:00,17:00,
10008,11/16/2022,8:00,17:00,
10009,11/16/2022,8:00,17:00,
10010,11/16/2022,8:00,17:00,
10011,11/16/2022,8:00,17:00,
10012,11/16/2022,8:00,17:00,
10013,11/16/2022,10:00,17:00,
10014,11/16/2022,10:00,17:00,
10015,11/16/2022,10:00,17:00,
10016,11/16/2022,10:00,17:00,
10017,11/16/2022,10:00,17:00,
10018,11/16/2022,10:00,17:00,
10019,11/16/2022,10:00,17:00,
10020,11/16/2022,10:00,17:00,
10021,11/16/2022,10:00,17:00,
10022,11/16/2022,10:00,17:00,
10023,11/16/2022,10:00,17:00,
10024,11/16/2022,10:00,17:00,
10025,11/16/2022,10:00,17:00,
10001,11/17/2022,8:00,17:00,
10002,11/17/2022,8:00,17:00,
10003,11/17/2022,8:00,17:00,
10004,11/17/2022,8:00,17:00,
10005,11/17/2022,8:00,17:00,
10006,11/17/2022,8:00,17:00,
10007,11/17/2022,8:00,17:00,
10008,11/17/2022,8:00,17:00,
10009,11/17/2022,8:00,17:00,
10010,11/17/2022,8:00,17:00,
10011,11/17/2022,8:00,17:00,
10012,11/17/2022,8:00,17:00,
10013,11/17/2022,8:00,17:00,
10014,11/17/2022,8:00,17:00,
10015,11/17/2022,8:00,17:00,
10016,11/17/2022,8:00,17:00,
10017,11/17/2022,8:00,17:00,
10018,11/17/2022,8:00,17:00,
10019,11/17/2022,8:00,17:00,
10020,11/17/2022,8:00,17:00,
10021,11/17/2022,8:00,17:00,
10022,11/17/2022,8:00,17:00,
10023,11/17/2022,8:00,17:00,
10024,11/17/2022,8:00,17:00,
10025,11/17/2022,8:00,17:00,
10001,11/18/2022,8:00,17:00,
10002,11/18/2022,8:00,17:00,
10003,11/18/2022,8:00,17:00,
10004,11/18/2022,8:00,17:00,
10005,11/18/2022,8:00,17:00,
10006,11/18/2022,8:00,17:00,
10007,11/18/2022,8:27,17:00,
10008,11/18/2022,8:01,17:00,
10009,11/18/2022,8:05,17:00,
10010,11/18/2022,8:00,17:00,
10011,11/18/2022,8:00,17:00,
10012,11/18/2022,8:00,17:00,
10013,11/18/2022,8:00,17:00,
10014,11/18/2022,8:00,17:00,
10015,11/18/2022,8:00,17:00,
10016,11/18/2022,8:28,17:00,
10017,11/18/2022,8:00,17:00,
10018,11/18/2022,8:00,17:00,
10019,11/18/2022,8:00,17:00,
10020,11/18/2022,8:00,17:00,
10021,11/18/2022,8:11,17:00,
10022,11/18/2022,8:00,17:00,
10023,11/18/2022,8:00,17:00,
10024,11/18/2022,8:21,17:00,
10025,11/18/2022,8:00,17:00,
10001,11/21/2022,8:00,17:00,
10002,11/21/2022,8:00,17:00,
10003,11/21/2022,8:00,17:00,
10004,11/21/2022,8:00,17:00,
10005,11/21/2022,8:00,17:00,
10006,11/21/2022,8:00,17:00,
10007,11/21/2022,8:00,17:00,
10008,11/21/2022,8:00,17:00,
10009,11/21/2022,8:00,17:00,
10010,11/21/2022,8:00,17:00,
10011,11/21/2022,8:00,17:00,
10012,11/21/2022,8:00,17:00,
10013,11/21/2022,8:00,17:00,
10014,11/21/2022,8:00,17:00,
10015,11/21/2022,8:00,17:00,
10016,11/21/2022,8:00,17:00,
10017,11/21/2022,8:00,17:00,
10018,11/21/2022,8:00,17:00,
10019,11/21/2022,8:00,17:00,
10020,11/21/2022,8:00,17:00,
10021,11/21/2022,8:00,17:00,
10022,11/21/2022,8:00,17:00,
10023,11/21/2022,8:00,17:00,
10024,11/21/2022,8:00,17:00,
10025,11/21/2022,8:00,17:00,
10001,11/22/2022,8:00,17:00,
10002,11/22/2022,8:00,17:00,
10003,11/22/2022,8:00,17:00,
10004,11/22/2022,8:00,17:00,
10005,11/22/2022,8:15,17:00,
10006,11/22/2022,8:00,17:00,
10007,11/22/2022,8:00,17:00,
10008,11/22/2022,8:00,17:00,
10009,11/22/2022,8:00,17:00,
10010,11/22/2022,8:00,17:00,
10011,11/22/2022,10:30,17:00,
10012,11/22/2022,8:00,17:00,
10013,11/22/2022,8:00,17:00,
10014,11/22/2022,8:00,17:00,
10015,11/22/2022,8:00,17:00,
10016,11/22/2022,8:00,17:00,
10017,11/22/2022,8:00,17:00,
10018,11/22/2022,8:00,17:00,
10019,11/22/2022,8:00,17:00,
